"hgb_fs_item_de","hgb_fs_item_en","account_usage_type","account_number","account_name_de","account_name_en","account_class","account_group_de","account_group_en","account_flags","is_range","range_start","range_end","is_postable"
"Sonstige betriebliche Aufwendungen","Other operating expenses",,"8800 00","Erlöse aus Verkäufen Sachanlagevermögen (bei Buchverlust)","Revenue from sales of fixed assets (in case of book loss)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Aufwendungen","Other operating expenses",,"8801 00","Erlöse aus Verkäufen Sachanlagevermögen % USt (bei Buchverlust)","Revenue from sales of fixed assets% VAT (in case of book loss)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Aufwendungen","Other operating expenses",,"8807 00","Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § Nr. 1a UStG (bei Buchverlust)","Revenue from sales of tangible fixed assets tax-free § No. 1a UStG (in case of book loss)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Aufwendungen","Other operating expenses",,"8808 00","Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § Nr. 1b UStG (bei Buchverlust)","Revenue from sales of tangible fixed assets tax-free § No. 1b UStG (in case of book loss)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Aufwendungen","Other operating expenses","R","8809 00","Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § Nr. 1b UStG (bei Buchverlust)","Revenue from sales of tangible fixed assets tax-free § No. 1b UStG (in case of book loss)",8,"Erlöskonten","Revenue accounts",,"true","8809 00",,"false"
"Sonstige betriebliche Aufwendungen","Other operating expenses",,"8817 00","Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchverlust)","Revenue from sales of intangible assets (in case of book loss)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Aufwendungen","Other operating expenses",,"8818 00","Erlöse aus Verkäufen Finanzanlagen (bei Buchverlust)","Revenue from sales of financial investments (in case of book loss)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Aufwendungen","Other operating expenses",,"8819 00","Erlöse aus Verkäufen Finanzanlagen § Nr. EStG bzw. § 8b Abs. KStG i. V. m. § 8b Abs. S. KStG Buchverlust)9) (bei","Revenue from sales of financial investments § No. EStG or § 8b para. KStG in conjunction with § 8b para. S. KStG book loss) 9) (in the case of",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8820 00","Erlöse aus Verkäufen Sachanlagevermögen % USt (bei Buchgewinn)","Revenue from sales of tangible fixed assets% VAT (with book profit)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8826 00","Erlöse aus Verkäufen Sachanlagevermögen % USt (bei Buchgewinn)","Revenue from sales of tangible fixed assets% VAT (with book profit)",8,"Erlöskonten","Revenue accounts",,"true","8826 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8827 00","Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § Nr. 1a UStG (bei Buchgewinn)","Revenue from sales of tangible fixed assets tax-free § No. 1a UStG (in case of book profit)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8828 00","Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § Nr. 1b UStG (bei Buchgewinn)","Revenue from sales of tangible fixed assets tax-free § No. 1b UStG (in case of book profit)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8829 00","Erlöse aus Verkäufen Sachanlagevermögen (bei Buchgewinn)","Revenue from sales of tangible fixed assets (in case of book profit)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8830 00","Erlöse aus Verkäufen Sachanlagevermögen (bei Buchgewinn)","Revenue from sales of tangible fixed assets (in case of book profit)",8,"Erlöskonten","Revenue accounts",,"true","8830 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8837 00","Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchgewinn)","Revenue from sales of intangible assets (in case of book profit)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8838 00","Erlöse aus Verkäufen Finanzanlagen (bei Buchgewinn)","Revenue from sales of financial investments (in case of book profit)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8839 00","Erlöse aus Verkäufen Finanzanlagen § Nr. EStG bzw. § 8b Abs. KStG Buchgewinn)9) (bei","Revenue from sales of financial investments § No. EStG or § 8b para. KStG book profit) 9) (in the case of",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","SB","8850 00","Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens % USt für § Abs. S. EStG","Revenue from sales of current assets% VAT for § para. S. EStG",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","SB","8851 00","Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens umsatzsteuerfrei § Nr. ff. UStG i. V. m. § Abs. S. EStG","Revenue from sales of current assets exempt from sales tax § No. et seq. UStG in conjunction with § para. S. EStG",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","SB","8852 00","Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens, umsatzsteuerfrei § Nr. ff. UStG i. V. m. § Abs. S. EStG und § Nr. EStG bzw. KStG9) § 8b Abs.","Revenue from sales of current assets, exempt from sales tax § No. ff. UStG in conjunction with § Abs. S. EStG and § No. EStG or KStG9) § 8b para.",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","SB","8853 00","Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens nach § Abs. S. EStG","Revenue from sales of current assets in accordance with Section Abs. S. EStG",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8900 00","Unentgeltliche Wertabgaben","Gratuitous valuations",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8905 00","Entnahme von Gegenständen ohne USt","Withdrawal of items without VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8906 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt","Use of objects for purposes outside the company without VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8908 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt","Use of objects for purposes outside the company without VAT",8,"Erlöskonten","Revenue accounts",,"true","8908 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8910 00","Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) % USt","Withdrawal by the entrepreneur for purposes outside the company (goods)% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8914 00","Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) % USt","Withdrawal by the entrepreneur for purposes outside the company (goods)% VAT",8,"Erlöskonten","Revenue accounts",,"true","8914 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8915 00","Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) % USt","Withdrawal by the entrepreneur for purposes outside the company (goods)% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8917 00","Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) % USt","Withdrawal by the entrepreneur for purposes outside the company (goods)% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8918 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Telefon-Nutzung)","Use of objects for purposes outside the company without VAT (telephone use)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8919 00","Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) ohne USt","Withdrawal by the entrepreneur for purposes outside the company (goods) without VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8920 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens % USt","Use of objects for purposes outside the company% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8921 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens % USt (Fahrzeug-Nutzung)","Use of objects for purposes outside the company% VAT (vehicle use)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8922 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens % USt (Telefon-Nutzung)","Use of objects for purposes outside the company% VAT (telephone use)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8923 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens % USt (Telefon-Nutzung)","Use of objects for purposes outside the company% VAT (telephone use)",8,"Erlöskonten","Revenue accounts",,"true","8923 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8924 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Fahrzeug-Nutzung)","Use of objects for purposes outside the company without VAT (vehicle use)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8925 00","Unentgeltliche Erbringung einer sonstigen Leistung % USt","Free provision of other services% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8928 00","Unentgeltliche Erbringung einer sonstigen Leistung % USt","Free provision of other services% VAT",8,"Erlöskonten","Revenue accounts",,"true","8928 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8929 00","Unentgeltliche Erbringung einer sonstigen Leistung ohne USt","Free provision of other services excluding VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8930 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens % USt","Use of objects for purposes outside the company% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8931 00","Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens % USt","Use of objects for purposes outside the company% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8932 00","Unentgeltliche Erbringung einer sonstigen Leistung % USt","Free provision of other services% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8933 00","Unentgeltliche Erbringung einer sonstigen Leistung % USt","Free provision of other services% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8934 00","Unentgeltliche Erbringung einer sonstigen Leistung % USt","Free provision of other services% VAT",8,"Erlöskonten","Revenue accounts",,"true","8934 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8935 00","Unentgeltliche Zuwendung von Gegenständen % USt","Free donation of objects% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8938 00","Unentgeltliche Zuwendung von Gegenständen % USt","Free donation of objects% VAT",8,"Erlöskonten","Revenue accounts",,"true","8938 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8939 00","Unentgeltliche Zuwendung von Gegenständen ohne USt","Free donation of items without VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8940 00","Unentgeltliche Zuwendung von Waren % USt","Free supply of goods% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8944 00","Unentgeltliche Zuwendung von Waren % USt","Free supply of goods% VAT",8,"Erlöskonten","Revenue accounts",,"true","8944 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8945 00","Unentgeltliche Zuwendung von Waren % USt","Free supply of goods% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income",,"8947 00","Unentgeltliche Zuwendung von Waren % USt","Free supply of goods% VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Sonstige betriebliche Erträge","Other operating income","R","8948 00","Unentgeltliche Zuwendung von Waren % USt","Free supply of goods% VAT",8,"Erlöskonten","Revenue accounts",,"true","8948 00",,"false"
"Sonstige betriebliche Erträge","Other operating income",,"8949 00","Unentgeltliche Zuwendung von Waren ohne USt","Free delivery of goods excluding VAT",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Umsatzerlöse","Sales revenue",,"8950 00","Nicht steuerbare Umsätze (Innenumsätze)","Non-taxable transactions (internal sales)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Umsatzerlöse","Sales revenue",,"8955 00","Umsatzsteuervergütun- UStG8) gen nach §","Sales tax refunds - UStG8) in accordance with §",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Umsatzerlöse","Sales revenue",,"8959 00","Direkt mit dem Umsatz verbundene Steuern","Taxes directly related to turnover",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Erhöhung oder Verminderung des Bestandes an fertigen und unfertigen Erzeugnissen","Increasing or reducing the inventory of finished and unfinished products",,"8960 00","Bestandsveränderungen - unfertige Erzeugnisse","Inventory changes - unfinished products",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Erhöhung oder Verminderung des Bestandes an fertigen und unfertigen Erzeugnissen","Increasing or reducing the inventory of finished and unfinished products",,"8970 00","Bestandsveränderungen - unfertige Leistungen","Inventory changes - incomplete services",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Erhöhung oder Verminderung des Bestandes an fertigen und unfertigen Erzeugnissen","Increasing or reducing the inventory of finished and unfinished products",,"8975 00","Bestandsveränderungen in Ausführung befindlicher Bauaufträge","Inventory changes in the execution of construction contracts",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Erhöhung oder Verminderung des Bestandes an fertigen und unfertigen Erzeugnissen","Increasing or reducing the inventory of finished and unfinished products",,"8977 00","Bestandsveränderungen in Arbeit befindlicher Aufträge","Changes in the inventory of orders in progress",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Erhöhung oder Verminderung des Bestandes an fertigen und unfertigen Erzeugnissen","Increasing or reducing the inventory of finished and unfinished products",,"8980 00","Bestandsveränderungen - fertige Erzeugnisse","Inventory changes - finished products",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits",,"8990 00","Andere aktivierte Eigenleistungen","Other capitalized own benefits",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits",,"8994 00","Aktivierte Eigenleistungen (den Herstellungskosten zurechenbare Fremdkapitalzinsen)","Capitalized own contributions (debt capital interest attributable to production costs)",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","HB","8995 00","Aktivierte Eigenleistungen zur Erstellung von selbst geschaffenen immateriellen Vermögensgegenständen","Capitalized own contributions to create self-created intangible assets",8,"Erlöskonten","Revenue accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits",,"9000 00","Saldenvorträge, Sachkonten","Balance transfers, ledger accounts",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9001 00","Saldenvorträge, Sachkonten","Balance transfers, ledger accounts",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits",,"9008 00","Saldenvorträge, Debitoren","balance transfers, debtors",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits",,"9009 00","Saldenvorträge, Kreditoren","balance transfers, creditors",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","R","9050 00","Saldenvorträge, Kreditoren","balance transfers, creditors",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9050 00",,"false"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9051 00","Offene aus","Open off",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9052 00","Offene aus","Open off",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9053 00","Offene aus","Open off",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9054 00","Offene aus","Open off",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9055 00","Offene aus","Open off",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9056 00","Offene aus 20261)","Open from 20261)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","R","9057 00","Offene aus 20261)","Open from 20261)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9057 00",,"false"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9090 00","Summenvortragskonto","Summary Carryforward Account",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","R","9091 00","Summenvortragskonto","Summary Carryforward Account",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9091 00",,"false"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9101 00","Verkaufstage12)","Sales days12)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","F","9102 00","Barkunden12) Anzahl der","Cash customers12) Number of",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","R","9103 00","Barkunden12) Anzahl der","Cash customers12) Number of",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9103 00",,"false"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","R","9111 00","Barkunden12) Anzahl der","Cash customers12) Number of",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9111 00",,"false"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","R","9116 00","Barkunden12) Anzahl der","Cash customers12) Number of",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9116 00",,"false"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits",,"9120 00","Erweiterungsinvestitionen","Expansion investments",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","R","9130 00","Erweiterungsinvestitionen","Expansion investments",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9130 00",,"false"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits",,"9135 00","Auftragseingang im Geschäftsjahr","Incoming orders in the financial year",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Andere aktivierte Eigenleistungen","Other capitalized own benefits","R","9140 00","Auftragseingang im Geschäftsjahr","Incoming orders in the financial year",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9140 00",,"false"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9141 00","Variables Kapital TH","TH variable capital",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9142 00","Variables Kapital - Anteil für Teilhafter","Variable capital - share for shareholders",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Sammelposten anrechenbare Steuern","Collective items eligible taxes",,"9143 00","Privatsteuern Kapitalertragsteuer (Sammelposten)","Private taxes Capital gains tax (collection item)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Sammelposten anrechenbare Steuern","Collective items eligible taxes",,"9144 00","Privatsteuern Solidaritätszuschlag (Sammelposten)","Private taxes solidarity surcharge (collection item)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Sammelposten anrechenbare Steuern","Collective items eligible taxes",,"9145 00","Privatsteuern Kirchensteuer (Sammelposten)","Private taxes Church tax (collection post)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9146 00","Variables Kapital - Übertragung einer § 6b EStG-Rücklage VH","Variable capital - transfer of a Section 6b ESTG reserve VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9147 00","Variables Kapital - Übertragung einer § 6b EStG-Rücklage TH","Variable capital - transfer of a Section 6b ESTG reserve TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","R","9148 00","Variables Kapital - Übertragung einer § 6b EStG-Rücklage TH","Variable capital - transfer of a Section 6b ESTG reserve TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9148 00",,"false"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9150 00","Festkapital - andere Kapitalkontenanpassungen VH","Fixed capital - other capital account adjustments VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9151 00","Variables Kapital - andere Kapitalkontenanpassungen VH","Variable capital - other capital account adjustments VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9152 00","Verlust-/Vortragskonto - andere Kapitalkontenanpassungen VH","Loss/carried forward account - other capital account adjustments VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9153 00","Kapitalkonto III - andere Kapitalkontenanpassungen VH","Capital account III - other capital account adjustments VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"eingeforderte ausstehende Einlagen","Claimed outstanding deposits","F","9154 00","Ausstehende Einlagen auf das Komplementär-Kapital, eingefordert - andere Kapitalkontenanpassungen VH","Outstanding contributions to general partner capital, claimed - other capital account adjustments VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9155 00","Verrechnungskonto für Einzahlungsverpflichtungen - andere Kapitalkontenanpassungen VH","Clearing account for payment obligations - other capital account adjustments VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","R","9156 00","Verrechnungskonto für Einzahlungsverpflichtungen - andere Kapitalkontenanpassungen VH","Clearing account for payment obligations - other capital account adjustments VH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9156 00",,"false"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9157 00","Privatsteuern Kapitalertragsteuer (VH)","Private taxes Capital gains tax (VH)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9158 00","Privatsteuern Solidaritätszuschlag (VH)","Private taxes solidarity surcharge (VH)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9159 00","Privatsteuern Kirchensteuer (VH)","Private taxes Church tax (VH)",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9160 00","Kommandit-Kapital - andere Kapitalkontenanpassungen TH","Limited partnership capital - other capital account adjustments TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9161 00","Variables Kapital - andere Kapitalkontenanpassungen TH","Variable capital - other capital account adjustments TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9162 00","Verlustausgleichskonto - andere Kapitalkontenanpassungen TH","Loss settlement account - other capital account adjustments TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9163 00","Kapitalkonto III - andere Kapitalkontenanpassungen TH","Capital account III - other capital account adjustments TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"eingeforderte ausstehende Einlagen","Claimed outstanding deposits","F","9164 00","Ausstehende Einlagen auf das Kommandit-Kapital, eingefordert - andere Kapitalkontenanpassungen TH","Outstanding contributions to limited partner capital, claimed - other capital account adjustments TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9165 00","Verrechnungskonto für Einzahlungsverpflichtungen - andere Kapitalkontenanpassungen TH","Clearing account for payment obligations - other capital account adjustments TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","R","9166 00","Verrechnungskonto für Einzahlungsverpflichtungen - andere Kapitalkontenanpassungen TH","Clearing account for payment obligations - other capital account adjustments TH",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"true","9166 00",,"false"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9167 00","Privatsteuern Kapitalertragsteuer (TH), EK","Private taxes Capital Gains Tax (TH), EC",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9168 00","Privatsteuern Solidaritätszuschlag (TH), EK","Private taxes solidarity surcharge (TH), EC",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteile der Kommanditisten","Capital shares of limited partners","F","9169 00","Privatsteuern Kirchensteuer (TH), EK","Private taxes Church tax (TH), EC",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
"Kapitalanteil der persönlich haften- den Gesellschafter","Capital share of personally liable shareholders","F","9170 00","Festkapital - Umbuchungen VH","Fixed capital - VH transfers",9,"Vortrags- und statistische Konten","Carryforward and statistical accounts",,"false",,,"true"
